Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Buneary,Normal,5,55,66,44,85,250,Seismitoad,Water,3,105,95,75,74,283,0,17983,427,537
Lopunny,Normal,5,65,76,84,105,330,Sharpedo,Water,3,70,120,40,95,249,1,17984,428,319
Mega Lopunny,Normal,5,65,136,94,135,430,Shellder,Water,3,30,65,100,40,99,1,17985,428,90
Mismagius,Ghost,16,60,60,60,105,285,Shellos,Water,3,76,48,48,34,146,1,17986,429,422
Honchkrow,Dark,6,100,125,52,71,348,Simipour,Water,3,75,98,63,101,212,1,17987,430,516
Glameow,Normal,5,49,55,42,85,231,Slowbro,Water,3,95,75,110,30,255,0,17988,431,80
Purugly,Normal,5,71,82,64,112,329,Slowking,Water,3,95,75,80,30,198,1,17989,432,199
Chingling,Psychic,14,45,30,50,45,170,Slowpoke,Water,3,90,65,65,15,220,0,17990,433,79
Stunky,Poison,7,63,63,47,74,247,Sobble,Water,3,50,40,40,70,137,1,17991,434,816
Skuntank,Poison,7,103,93,67,84,347,Squirtle,Water,3,44,48,65,43,107,1,17992,435,7
Bronzor,Steel,12,57,24,86,23,190,Starmie,Water,3,60,75,85,115,323,0,17993,436,121
Bronzong,Steel,12,67,89,116,33,305,Staryu,Water,3,30,45,55,85,170.5,1,17994,437,120
Bonsly,Rock,15,50,80,95,10,235,Suicune,Water,3,100,75,115,85,295,0,17995,438,245
Mime Jr.,Psychic,14,20,25,45,60,150,Swampert,Water,3,100,110,90,60,335,0,17996,439,260
Happiny,Normal,5,100,5,5,30,140,Swanna,Water,3,75,87,63,98,318,0,17997,440,581
Chatot,Normal,5,76,65,45,91,277,Tapu Fini,Water,3,70,75,115,85,280,0,17998,441,788
Spiritomb,Ghost,16,50,92,108,35,285,Tentacool,Water,3,40,40,35,70,93,1,17999,442,72
Gible,Dragon,17,58,70,45,42,215,Tentacruel,Water,3,80,70,65,100,245,0,18000,443,73
Gabite,Dragon,17,68,90,65,82,305,Tirtouga,Water,3,54,78,103,22,167,1,18001,444,564
Garchomp,Dragon,17,108,130,95,102,435,Totodile,Water,3,50,65,64,43,92,1,18002,445,158
Mega Garchomp,Dragon,17,108,170,115,92,485,Tympole,Water,3,50,50,40,64,34,1,18003,445,535
Munchlax,Normal,5,135,85,40,5,265,Vaporeon,Water,3,130,65,60,65,235,1,18004,446,134
Riolu,Fighting,13,40,70,40,60,210,Wailmer,Water,3,130,70,35,60,225,0,18005,447,320
Lucario,Fighting,13,70,110,70,90,340,Wailord,Water,3,170,90,45,60,255,1,18006,448,321
Mega Lucario,Fighting,13,70,145,88,112,415,Wartortle,Water,3,59,63,80,58,115,1,18007,448,8
Hippopotas,Ground,9,68,72,78,32,250,Whiscash,Water,3,110,78,73,60,249,1,18008,449,340
Hippowdon,Ground,9,108,112,118,47,385,Wingull,Water,3,40,30,30,85,185,1,18009,450,278
Skorupi,Poison,7,40,50,90,65,245,Wishiwashi School Form,Water,3,45,140,130,30,295,0,18010,451,746
Drapion,Poison,7,70,90,110,95,365,Wishiwashi Solo Form,Water,3,45,20,20,40,35,1,18011,452,746
Croagunk,Poison,7,48,61,40,50,199,Wooper,Water,3,55,45,45,15,129.5,1,18012,453,194
Toxicroak,Poison,7,83,106,65,85,339,Alomomola,Water,3,165,75,80,65,279,1,18013,454,594
Carnivine,Grass,1,74,100,72,46,292,Araquanid,Water,3,68,70,92,42,172,1,18014,455,752
Finneon,Water,3,49,49,56,66,220,Arctovish,Water,3,90,90,100,55,335,0,18015,456,883
Lumineon,Water,3,69,69,76,91,305,Arrokuda,Water,3,41,63,40,66,175.5,1,18016,457,846
Mantyke,Water,3,45,20,50,50,165,Ash-Greninja,Water,3,72,145,67,132,406,0,18017,458,658
Snover,Grass,1,60,62,50,40,212,Azumarill,Water,3,100,50,80,50,156,1,18018,459,184
Abomasnow,Grass,1,90,92,75,60,317,Barboach,Water,3,50,48,43,60,-167,1,18019,460,339
Mega Abomasnow,Grass,1,90,132,105,30,357,Barraskewda,Water,3,61,123,60,136,116,1,18020,460,847
Weavile,Dark,6,70,120,65,125,380,Basculin Blue-Striped Form,Water,3,70,92,65,98,205,1,18021,461,550
Magnezone,Electric,8,70,70,115,60,315,Basculin Red-Striped Form,Water,3,70,92,65,98,185,1,18022,462,550
Lickilicky,Normal,5,110,85,95,50,340,Blastoise,Water,3,79,83,100,78,255,1,18023,463,9
Rhyperior,Ground,9,115,140,130,40,425,Brionne,Water,3,60,69,69,50,108,1,18024,464,729
Tangrowth,Grass,1,100,100,125,50,375,Bruxish,Water,3,68,105,70,92,135,1,18025,465,779
Electivire,Electric,8,75,123,67,95,360,Buizel,Water,3,55,65,35,85,-6,1,18026,466,418
Magmortar,Fire,2,75,95,67,83,320,Carracosta,Water,3,74,108,133,32,323.25,0,18027,467,565
Togekiss,Fairy,11,85,50,95,80,310,Carvanha,Water,3,45,90,20,65,120,1,18028,468,318
Yanmega,Bug,4,86,76,86,95,343,Castform Rainy Form,Water,3,70,70,70,70,204,1,18029,469,351
Leafeon,Grass,1,65,110,130,95,400,Chewtle,Water,3,50,64,50,44,-12,1,18030,470,833
Glaceon,Ice,10,65,60,110,65,300,Chinchou,Water,3,75,38,38,67,188,1,18031,471,170
Gliscor,Ground,9,75,95,125,95,390,Clamperl,Water,3,35,64,85,32,121,1,18032,472,366
Mamoswine,Ice,10,110,130,80,80,400,Clauncher,Water,3,50,53,62,44,144,1,18033,473,692
Porygon-Z,Normal,5,85,80,70,90,325,Clawitzer,Water,3,71,73,88,59,211,1,18034,474,693
Gallade,Psychic,14,68,125,65,80,338,Cloyster,Water,3,50,95,180,70,270,1,18035,475,91
Mega Gallade,Psychic,14,68,165,95,110,438,Corphish,Water,3,43,80,65,35,58,1,18036,475,341
Probopass,Rock,15,60,55,145,40,300,Corsola,Water,3,65,55,95,35,195,1,18037,476,222
Dusknoir,Ghost,16,45,100,135,45,325,Crawdaunt,Water,3,63,120,85,55,273,1,18038,477,342
Froslass,Ice,10,70,80,70,110,330,Croconaw,Water,3,65,80,80,58,243,1,18039,478,159
Rotom,Electric,8,50,50,77,91,268,Dewgong,Water,3,90,70,80,70,210,1,18040,479,87
Heat Rotom,Electric,8,50,65,107,86,308,Dewott,Water,3,75,75,60,60,140,1,18041,479,502
Wash Rotom,Electric,8,50,65,107,86,308,Dewpider,Water,3,38,40,52,27,27,1,18042,479,751
Frost Rotom,Electric,8,50,65,107,86,308,Dracovish,Water,3,90,90,100,75,290,1,18043,479,882
Fan Rotom,Electric,8,50,65,107,86,308,Drednaw,Water,3,90,115,90,74,239,1,18044,479,834
Mow Rotom,Electric,8,50,65,107,86,308,Drizzile,Water,3,65,60,55,90,140,1,18045,479,817
Uxie,Psychic,14,75,75,130,95,375,Ducklett,Water,3,62,44,50,55,136,1,18046,480,580
Mesprit,Psychic,14,80,105,105,80,370,Empoleon,Water,3,84,86,88,60,265.5,1,18047,481,395
Azelf,Psychic,14,75,125,70,115,385,Feebas,Water,3,20,15,20,80,10,1,18048,482,349
Dialga,Steel,12,100,120,120,90,430,Feraligatr,Water,3,85,105,100,78,308,1,18049,483,160
Palkia,Water,3,90,120,100,100,410,Finneon,Water,3,49,49,56,66,160,1,18050,484,456
Heatran,Fire,2,91,90,106,77,364,Floatzel,Water,3,85,105,55,115,315,1,18051,485,419
Regigigas,Normal,5,110,160,110,100,480,Frillish,Water,3,55,40,50,40,185,1,18052,486,592
Giratina Altered Forme,Ghost,16,150,100,120,90,460,Froakie,Water,3,41,56,40,71,108,1,18053,487,656
Giratina Origin Forme,Ghost,16,150,120,100,90,460,Frogadier,Water,3,54,63,52,97,146,1,18054,487,657
Cresselia,Psychic,14,120,70,120,85,395,Gastrodon,Water,3,111,83,68,39,231,1,18055,488,423
Phione,Water,3,80,80,80,80,320,Goldeen,Water,3,45,67,60,63,195,1,18056,489,118
Manaphy,Water,3,100,100,100,100,400,Golduck,Water,3,80,82,78,85,275,1,18057,490,55
Darkrai,Dark,6,70,90,90,125,375,Gorebyss,Water,3,55,84,105,52,206,1,18058,491,368
Shaymin Land Forme,Grass,1,100,100,100,100,400,Greninja,Water,3,72,95,67,122,156,1,18059,492,658
Shaymin Sky Forme,Grass,1,100,103,75,127,405,Gyarados,Water,3,95,125,79,81,277,1,18060,492,130
Arceus,Normal,5,120,120,120,120,480,Horsea,Water,3,30,40,70,60,80,1,18061,493,116
Victini,Psychic,14,100,100,100,100,400,Huntail,Water,3,55,104,105,52,216,1,18062,494,367
Snivy,Grass,1,45,45,55,63,208,Inteleon,Water,3,70,85,65,120,250,0,18063,495,818
Servine,Grass,1,60,60,75,83,278,Jellicent,Water,3,100,60,70,60,170,1,18064,496,593
Serperior,Grass,1,75,75,95,113,358,Keldeo Ordinary Forme,Water,3,91,72,90,108,211,1,18065,497,647
Tepig,Fire,2,65,63,45,45,218,Keldeo Resolute Forme,Water,3,91,72,90,108,329.5,0,18066,498,647
Pignite,Fire,2,90,93,55,55,293,Kingdra,Water,3,75,95,95,85,326.75,0,18067,499,230
Emboar,Fire,2,110,123,65,65,363,Kingler,Water,3,55,130,115,75,313.5,1,18068,500,99
Oshawott,Water,3,55,55,45,45,200,Krabby,Water,3,30,105,90,50,247.5,0,18069,501,98
Dewott,Water,3,75,75,60,60,270,Kyogre,Water,3,100,100,90,90,342.5,0,18070,502,382
Samurott,Water,3,95,100,85,70,350,Lanturn,Water,3,125,58,58,67,258,1,18071,503,171
Patrat,Normal,5,45,55,39,42,181,Lapras,Water,3,130,85,80,60,300,0,18072,504,131
Watchog,Normal,5,60,85,69,77,291,Lombre,Water,3,60,50,50,50,125,1,18073,505,271
Lillipup,Normal,5,45,60,45,55,205,Lotad,Water,3,40,30,30,30,70,1,18074,506,270
Herdier,Normal,5,65,80,65,60,270,Ludicolo,Water,3,80,70,70,70,210,1,18075,507,272
Stoutland,Normal,5,85,110,90,80,365,Lumineon,Water,3,69,69,76,91,195,1,18076,508,457
Purrloin,Dark,6,41,50,37,66,194,Luvdisc,Water,3,43,30,55,97,175,1,18077,509,370
Liepard,Dark,6,64,88,50,106,308,Magikarp,Water,3,20,10,55,80,77,1,18078,510,129
Pansage,Grass,1,50,53,48,64,215,Manaphy,Water,3,100,100,100,100,294,0,18079,511,490
Simisage,Grass,1,75,98,63,101,337,Mantine,Water,3,85,40,70,70,167,1,18080,512,226
Pansear,Fire,2,50,53,48,64,215,Mantyke,Water,3,45,20,50,50,138.5,1,18081,513,458
Simisear,Fire,2,75,98,63,101,337,Marill,Water,3,70,20,50,40,155.5,1,18082,514,183
Panpour,Water,3,50,53,48,64,215,Marshtomp,Water,3,70,85,70,50,222,0,18083,515,259
Simipour,Water,3,75,98,63,101,337,Mega Blastoise,Water,3,79,103,120,78,331,1,18084,516,9
Munna,Psychic,14,76,25,45,24,170,Mega Gyarados,Water,3,95,155,109,81,440,0,18085,517,130
Musharna,Psychic,14,116,55,85,29,285,Mega Sharpedo,Water,3,70,140,70,105,385,0,18086,518,319
Pidove,Normal,5,50,55,50,43,198,Mega Slowbro,Water,3,95,75,180,30,325,0,18087,519,80
Tranquill,Normal,5,62,77,62,65,266,Mega Swampert,Water,3,100,150,110,70,353,0,18088,520,260
Unfezant,Normal,5,80,115,80,93,368,Milotic,Water,3,95,60,79,81,200,1,18089,521,350
Blitzle,Electric,8,45,60,32,76,213,Mudkip,Water,3,50,70,50,40,90,1,18090,522,258
Zebstrika,Electric,8,75,100,63,116,354,Octillery,Water,3,75,105,75,45,100,1,18091,523,224
Roggenrola,Rock,15,55,75,85,15,230,Oshawott,Water,3,55,55,45,45,125,1,18092,524,501
Boldore,Rock,15,70,105,105,20,300,Palkia,Water,3,90,120,100,100,305,0,18093,525,484
Gigalith,Rock,15,85,135,130,25,375,Palpitoad,Water,3,75,65,55,69,196.5,1,18094,526,536
Woobat,Psychic,14,65,45,43,72,225,Panpour,Water,3,50,53,48,64,170,1,18095,527,515
Swoobat,Psychic,14,67,57,55,114,293,Pelipper,Water,3,60,50,100,65,218,1,18096,528,279
Drilbur,Ground,9,60,85,40,68,253,Phione,Water,3,80,80,80,80,235,1,18097,529,489
Excadrill,Ground,9,110,135,60,88,393,Piplup,Water,3,53,51,53,40,62,1,18098,530,393
Audino,Normal,5,103,60,86,50,299,Politoed,Water,3,90,75,75,70,250,1,18099,531,186
Mega Audino,Normal,5,103,60,126,50,339,Poliwag,Water,3,40,50,40,90,160,1,18100,531,60
Timburr,Fighting,13,75,80,55,35,245,Poliwhirl,Water,3,65,65,65,90,205,1,18101,532,61
Gurdurr,Fighting,13,85,105,85,40,315,Poliwrath,Water,3,90,95,95,70,140,1,18102,533,62
Conkeldurr,Fighting,13,105,140,95,45,385,Popplio,Water,3,50,54,54,40,58,1,18103,534,728
Tympole,Water,3,50,50,40,64,204,Primal Kyogre,Water,3,100,150,90,90,405,0,18104,535,382
Palpitoad,Water,3,75,65,55,69,264,Primarina,Water,3,80,74,74,60,255.5,1,18105,536,730
Seismitoad,Water,3,105,95,75,74,349,Prinplup,Water,3,64,66,68,50,200.5,1,18106,537,394
Throh,Fighting,13,120,100,85,45,350,Psyduck,Water,3,50,52,48,55,105,1,18107,538,54
Sawk,Fighting,13,75,125,75,85,360,Pyukumuku,Water,3,55,60,130,5,125,1,18108,539,771
Sewaddle,Bug,4,45,53,70,42,210,Quagsire,Water,3,95,85,85,35,247,0,18109,540,195
Swadloon,Bug,4,55,63,90,42,250,Qwilfish,Water,3,65,95,85,85,298.5,0,18110,541,211
Leavanny,Bug,4,75,103,80,92,350,Relicanth,Water,3,100,90,130,55,272,1,18111,542,369
Venipede,Bug,4,30,45,59,57,191,Remoraid,Water,3,35,65,35,65,155,1,18112,543,223
Whirlipede,Bug,4,40,55,99,47,241,Samurott,Water,3,95,100,85,70,295,0,18113,544,503
Scolipede,Bug,4,60,100,89,112,361,Seadra,Water,3,55,65,95,85,200,1,18114,545,117
Cottonee,Grass,1,40,27,60,66,193,Seaking,Water,3,80,92,65,68,251,0,18115,546,119
Whimsicott,Grass,1,60,67,85,116,328,Seel,Water,3,65,45,55,45,76,1,18116,547,86
Petilil,Grass,1,45,35,50,30,160,Seismitoad,Water,3,105,95,75,74,209,0,18117,548,537
Lilligant,Grass,1,70,60,75,90,295,Sharpedo,Water,3,70,120,40,95,205,1,18118,549,319
Basculin Red-Striped Form,Water,3,70,92,65,98,325,Shellder,Water,3,30,65,100,40,189,1,18119,550,90
Basculin Blue-Striped Form,Water,3,70,92,65,98,325,Shellos,Water,3,76,48,48,34,160,1,18120,550,422
Sandile,Ground,9,50,72,35,65,222,Simipour,Water,3,75,98,63,101,265,0,18121,551,516
Krokorok,Ground,9,60,82,45,74,261,Slowbro,Water,3,95,75,110,30,228,1,18122,552,80
Krookodile,Ground,9,95,117,80,92,384,Slowking,Water,3,95,75,80,30,163,1,18123,553,199
Darumaka,Fire,2,70,90,45,50,255,Slowpoke,Water,3,90,65,65,15,190,1,18124,554,79
Galarian Darumaka,Ice,10,70,90,45,50,255,Sobble,Water,3,50,40,40,70,155,1,18125,554,816
Darmanitan Standard Mode,Fire,2,105,140,55,95,395,Squirtle,Water,3,44,48,65,43,130,1,18126,555,7
Darmanitan Zen Mode,Fire,2,105,30,105,55,295,Starmie,Water,3,60,75,85,115,320,0,18127,555,121
Darmanitan Galarian Standard Mode,Ice,10,105,140,55,95,395,Staryu,Water,3,30,45,55,85,145,1,18128,555,120
Darmanitan Galarian Zen Mode,Ice,10,105,160,55,135,455,Suicune,Water,3,100,75,115,85,295,1,18129,555,245
Maractus,Grass,1,75,86,67,60,288,Swampert,Water,3,100,110,90,60,16,1,18130,556,260
Dwebble,Bug,4,50,65,85,55,255,Swanna,Water,3,75,87,63,98,290.5,0,18131,557,581
Crustle,Bug,4,70,105,125,45,345,Tapu Fini,Water,3,70,75,115,85,292.5,1,18132,558,788
Scraggy,Dark,6,50,75,70,48,243,Tentacool,Water,3,40,40,35,70,110,1,18133,559,72
Scrafty,Dark,6,65,90,115,58,328,Tentacruel,Water,3,80,70,65,100,225,1,18134,560,73
Sigilyph,Psychic,14,72,58,80,97,307,Tirtouga,Water,3,54,78,103,22,199,1,18135,561,564
Yamask,Ghost,16,38,30,85,30,183,Totodile,Water,3,50,65,64,43,192,0,18136,562,158
Galarian Yamask,Ground,9,38,55,85,30,208,Tympole,Water,3,50,50,40,64,149,1,18137,562,535
Cofagrigus,Ghost,16,58,50,145,30,283,Vaporeon,Water,3,130,65,60,65,270,1,18138,563,134
Tirtouga,Water,3,54,78,103,22,257,Wailmer,Water,3,130,70,35,60,256,1,18139,564,320
Carracosta,Water,3,74,108,133,32,347,Wailord,Water,3,170,90,45,60,311,1,18140,565,321
Archen,Rock,15,55,112,45,70,282,Wartortle,Water,3,59,63,80,58,148,1,18141,566,8
Archeops,Rock,15,75,140,65,110,390,Whiscash,Water,3,110,78,73,60,251,1,18142,567,340
Trubbish,Poison,7,50,50,62,65,227,Wingull,Water,3,40,30,30,85,135,1,18143,568,278
Garbodor,Poison,7,80,95,82,75,332,Wishiwashi School Form,Water,3,45,140,130,30,250,1,18144,569,746
Zorua,Dark,6,40,65,40,65,210,Wishiwashi Solo Form,Water,3,45,20,20,40,60,1,18145,570,746
Zoroark,Dark,6,60,105,60,105,330,Wooper,Water,3,55,45,45,15,55,1,18146,571,194
Minccino,Normal,5,55,50,40,75,220,Alomomola,Water,3,165,75,80,65,335,0,18147,572,594
Cinccino,Normal,5,75,95,60,115,345,Araquanid,Water,3,68,70,92,42,177,1,18148,573,752
Gothita,Psychic,14,45,30,50,45,170,Arctovish,Water,3,90,90,100,55,305,0,18149,574,883
Gothorita,Psychic,14,60,45,70,55,230,Arrokuda,Water,3,41,63,40,66,165,1,18150,575,846
Gothitelle,Psychic,14,70,55,95,65,285,Ash-Greninja,Water,3,72,145,67,132,416,0,18151,576,658
Solosis,Psychic,14,45,30,40,20,135,Azumarill,Water,3,100,50,80,50,250,0,18152,577,184
Duosion,Psychic,14,65,40,50,30,185,Barboach,Water,3,50,48,43,60,161,1,18153,578,339
Reuniclus,Psychic,14,110,65,75,30,280,Barraskewda,Water,3,61,123,60,136,315,0,18154,579,847
Ducklett,Water,3,62,44,50,55,211,Basculin Blue-Striped Form,Water,3,70,92,65,98,303,0,18155,580,550
Swanna,Water,3,75,87,63,98,323,Basculin Red-Striped Form,Water,3,70,92,65,98,281.5,1,18156,581,550
Vanillite,Ice,10,36,50,50,44,180,Blastoise,Water,3,79,83,100,78,315,0,18157,582,9
Vanillish,Ice,10,51,65,65,59,240,Brionne,Water,3,60,69,69,50,215.5,1,18158,583,729
Vanilluxe,Ice,10,71,95,85,79,330,Bruxish,Water,3,68,105,70,92,287.5,1,18159,584,779
Deerling,Normal,5,60,60,50,75,245,Buizel,Water,3,55,65,35,85,180,1,18160,585,418
Sawsbuck,Normal,5,80,100,70,95,345,Carracosta,Water,3,74,108,133,32,297,1,18161,586,565
Emolga,Electric,8,55,75,60,103,293,Carvanha,Water,3,45,90,20,65,70,1,18162,587,318
Karrablast,Bug,4,50,75,45,60,230,Castform Rainy Form,Water,3,70,70,70,70,205,1,18163,588,351
Escavalier,Bug,4,70,135,105,20,330,Chewtle,Water,3,50,64,50,44,73,1,18164,589,833
Foongus,Grass,1,69,55,45,15,184,Chinchou,Water,3,75,38,38,67,108,1,18165,590,170
Amoonguss,Grass,1,114,85,70,30,299,Clamperl,Water,3,35,64,85,32,46,1,18166,591,366
Frillish,Water,3,55,40,50,40,185,Clauncher,Water,3,50,53,62,44,189,0,18167,592,692
Jellicent,Water,3,100,60,70,60,290,Clawitzer,Water,3,71,73,88,59,261,1,18168,593,693
Alomomola,Water,3,165,75,80,65,385,Cloyster,Water,3,50,95,180,70,357.5,1,18169,594,91
Joltik,Bug,4,50,47,50,65,212,Corphish,Water,3,43,80,65,35,176,1,18170,595,341
Galvantula,Bug,4,70,77,60,108,315,Corsola,Water,3,65,55,95,35,173,1,18171,596,222
Ferroseed,Grass,1,44,50,91,10,195,Crawdaunt,Water,3,63,120,85,55,223,0,18172,597,342
Ferrothorn,Grass,1,74,94,131,20,319,Croconaw,Water,3,65,80,80,58,95,1,18173,598,159
Klink,Steel,12,40,55,70,30,195,Dewgong,Water,3,90,70,80,70,255,0,18174,599,87
Klang,Steel,12,60,80,95,50,285,Dewott,Water,3,75,75,60,60,230,1,18175,600,502
Klinklang,Steel,12,60,100,115,90,365,Dewpider,Water,3,38,40,52,27,107,1,18176,601,751
Tynamo,Electric,8,35,55,40,60,190,Dracovish,Water,3,90,90,100,75,300,0,18177,602,882
Eelektrik,Electric,8,65,85,70,40,260,Drednaw,Water,3,90,115,90,74,199,1,18178,603,834
Eelektross,Electric,8,85,115,80,50,330,Drizzile,Water,3,65,60,55,90,40,1,18179,604,817
Elgyem,Psychic,14,55,55,55,30,195,Ducklett,Water,3,62,44,50,55,156,1,18180,605,580
Beheeyem,Psychic,14,75,75,75,40,265,Empoleon,Water,3,84,86,88,60,280.5,0,18181,606,395
Litwick,Ghost,16,50,30,55,20,155,Feebas,Water,3,20,15,20,80,105,1,18182,607,349
Lampent,Ghost,16,60,40,60,55,215,Feraligatr,Water,3,85,105,100,78,328,0,18183,608,160
Chandelure,Ghost,16,60,55,90,80,285,Finneon,Water,3,49,49,56,66,165,1,18184,609,456
Axew,Dragon,17,46,87,60,57,250,Floatzel,Water,3,85,105,55,115,273,0,18185,610,419
Fraxure,Dragon,17,66,117,70,67,320,Frillish,Water,3,55,40,50,40,68,1,18186,611,592
Haxorus,Dragon,17,76,147,90,97,410,Froakie,Water,3,41,56,40,71,61,1,18187,612,656
Cubchoo,Ice,10,55,70,40,40,205,Frogadier,Water,3,54,63,52,97,231,0,18188,613,657
Beartic,Ice,10,95,130,80,50,355,Gastrodon,Water,3,111,83,68,39,171,1,18189,614,423
Cryogonal,Ice,10,80,50,50,105,285,Goldeen,Water,3,45,67,60,63,210,1,18190,615,118
Shelmet,Bug,4,50,40,85,25,200,Golduck,Water,3,80,82,78,85,285,0,18191,616,55
Accelgor,Bug,4,80,70,40,145,335,Gorebyss,Water,3,55,84,105,52,226,1,18192,617,368
Stunfisk,Ground,9,109,66,84,32,291,Greninja,Water,3,72,95,67,122,290,1,18193,618,658
Galarian Stunfisk,Ground,9,109,81,99,32,321,Gyarados,Water,3,95,125,79,81,380,0,18194,618,130
Mienfoo,Fighting,13,45,85,50,65,245,Horsea,Water,3,30,40,70,60,115,1,18195,619,116
Mienshao,Fighting,13,65,125,60,105,355,Huntail,Water,3,55,104,105,52,191,1,18196,620,367
Druddigon,Dragon,17,77,120,90,48,335,Inteleon,Water,3,70,85,65,120,220,1,18197,621,818
Golett,Ground,9,59,74,50,35,218,Jellicent,Water,3,100,60,70,60,216,1,18198,622,593
Golurk,Ground,9,89,124,80,55,348,Keldeo Ordinary Forme,Water,3,91,72,90,108,237,1,18199,623,647
Pawniard,Dark,6,45,85,70,60,260,Keldeo Resolute Forme,Water,3,91,72,90,108,318.5,0,18200,624,647
Bisharp,Dark,6,65,125,100,70,360,Kingdra,Water,3,75,95,95,85,225,1,18201,625,230
Bouffalant,Normal,5,95,110,95,55,355,Kingler,Water,3,55,130,115,75,265,1,18202,626,99
Rufflet,Normal,5,70,83,50,60,263,Krabby,Water,3,30,105,90,50,192,1,18203,627,98
Braviary,Normal,5,100,123,75,80,378,Kyogre,Water,3,100,100,90,90,257,1,18204,628,382
Vullaby,Dark,6,70,55,75,60,260,Lanturn,Water,3,125,58,58,67,253,1,18205,629,171
Mandibuzz,Dark,6,110,65,105,80,360,Lapras,Water,3,130,85,80,60,290,1,18206,630,131
Heatmor,Fire,2,85,97,66,65,313,Lombre,Water,3,60,50,50,50,113,1,18207,631,271
Durant,Bug,4,58,109,112,109,388,Lotad,Water,3,40,30,30,30,-88,1,18208,632,270
Deino,Dark,6,52,65,50,38,205,Ludicolo,Water,3,80,70,70,70,225,0,18209,633,272
Zweilous,Dark,6,72,85,70,58,285,Lumineon,Water,3,69,69,76,91,220,1,18210,634,457
Hydreigon,Dark,6,92,105,90,98,385,Luvdisc,Water,3,43,30,55,97,120,1,18211,635,370
Larvesta,Bug,4,55,85,55,60,255,Magikarp,Water,3,20,10,55,80,80,1,18212,636,129
Volcarona,Bug,4,85,60,65,100,310,Manaphy,Water,3,100,100,100,100,340,0,18213,637,490
Cobalion,Steel,12,91,90,129,108,418,Mantine,Water,3,85,40,70,70,220,1,18214,638,226
Terrakion,Rock,15,91,129,90,108,418,Mantyke,Water,3,45,20,50,50,-93,1,18215,639,458
Virizion,Grass,1,91,90,72,108,361,Marill,Water,3,70,20,50,40,0,1,18216,640,183
Tornadus Incarnate Forme,Flying,18,79,115,70,111,375,Marshtomp,Water,3,70,85,70,50,160,1,18217,641,259
Tornadus Therian Forme,Flying,18,79,100,80,121,380,Mega Blastoise,Water,3,79,103,120,78,280,1,18218,641,9
Thundurus Incarnate Forme,Electric,8,79,115,70,111,375,Mega Gyarados,Water,3,95,155,109,81,210,1,18219,642,130
Thundurus Therian Forme,Electric,8,79,105,70,101,355,Mega Sharpedo,Water,3,70,140,70,105,175,1,18220,642,319
Reshiram,Dragon,17,100,120,100,90,410,Mega Slowbro,Water,3,95,75,180,30,260,1,18221,643,80
Zekrom,Dragon,17,100,150,120,90,460,Mega Swampert,Water,3,100,150,110,70,280,1,18222,644,260
Landorus Incarnate Forme,Ground,9,89,125,90,101,405,Milotic,Water,3,95,60,79,81,190,1,18223,645,350
Landorus Therian Forme,Ground,9,89,145,90,91,415,Mudkip,Water,3,50,70,50,40,65,1,18224,645,258
Kyurem,Dragon,17,125,130,90,95,440,Octillery,Water,3,75,105,75,45,170,1,18225,646,224
Black Kyurem,Dragon,17,125,170,100,95,490,Oshawott,Water,3,55,55,45,45,30,1,18226,646,501
White Kyurem,Dragon,17,125,120,90,95,430,Palkia,Water,3,90,120,100,100,170,1,18227,646,484
Keldeo Ordinary Forme,Water,3,91,72,90,108,361,Palpitoad,Water,3,75,65,55,69,192,1,18228,647,536
Keldeo Resolute Forme,Water,3,91,72,90,108,361,Panpour,Water,3,50,53,48,64,179,1,18229,647,515
Meloetta Aria Forme,Normal,5,100,77,77,90,344,Pelipper,Water,3,60,50,100,65,198,1,18230,648,279
Meloetta Pirouette Forme,Normal,5,100,128,90,128,446,Phione,Water,3,80,80,80,80,192,1,18231,648,489
Genesect,Bug,4,71,120,95,99,385,Piplup,Water,3,53,51,53,40,77,1,18232,649,393
Chespin,Grass,1,56,61,65,38,220,Politoed,Water,3,90,75,75,70,188,1,18233,650,186
Quilladin,Grass,1,61,78,95,57,291,Poliwag,Water,3,40,50,40,90,64,1,18234,651,60
Chesnaught,Grass,1,88,107,122,64,381,Poliwhirl,Water,3,65,65,65,90,71,1,18235,652,61
Fennekin,Fire,2,40,45,40,60,185,Poliwrath,Water,3,90,95,95,70,327.5,0,18236,653,62
Braixen,Fire,2,59,59,58,73,249,Popplio,Water,3,50,54,54,40,168.5,1,18237,654,728
Delphox,Fire,2,75,69,72,104,320,Primal Kyogre,Water,3,100,150,90,90,430,0,18238,655,382
Froakie,Water,3,41,56,40,71,208,Primarina,Water,3,80,74,74,60,260,0,18239,656,730
Frogadier,Water,3,54,63,52,97,266,Prinplup,Water,3,64,66,68,50,216.5,1,18240,657,394
Greninja,Water,3,72,95,67,122,356,Psyduck,Water,3,50,52,48,55,157.5,1,18241,658,54
Ash-Greninja,Water,3,72,145,67,132,416,Pyukumuku,Water,3,55,60,130,5,177.5,1,18242,658,771
